1.9950e+01	1.1421e-03	1.1421e-03	1.8302e-13
1.9850e+01	1.1430e-03	1.1430e-03	1.8317e-13
1.9750e+01	1.1439e-03	1.1439e-03	1.8332e-13
1.9650e+01	1.1449e-03	1.1449e-03	1.8347e-13
1.9550e+01	1.1458e-03	1.1458e-03	1.8362e-13
1.9450e+01	1.1466e-03	1.1466e-03	1.8376e-13
1.9350e+01	1.1474e-03	1.1474e-03	1.8388e-13
1.9250e+01	1.1482e-03	1.1482e-03	1.8401e-13
1.9150e+01	1.1490e-03	1.1490e-03	1.8414e-13
1.9050e+01	1.1498e-03	1.1498e-03	1.8426e-13
1.8950e+01	1.1506e-03	1.1506e-03	1.8439e-13
1.8850e+01	1.1513e-03	1.1513e-03	1.8451e-13
1.8750e+01	1.1521e-03	1.1521e-03	1.8463e-13
1.8650e+01	1.1528e-03	1.1528e-03	1.8475e-13
1.8550e+01	1.1536e-03	1.1536e-03	1.8487e-13
1.8450e+01	1.1544e-03	1.1544e-03	1.8500e-13
1.8350e+01	1.1556e-03	1.1556e-03	1.8519e-13
1.8250e+01	1.1567e-03	1.1567e-03	1.8537e-13
1.8150e+01	1.1579e-03	1.1579e-03	1.8556e-13
1.8050e+01	1.1590e-03	1.1590e-03	1.8574e-13
1.7950e+01	1.1575e-03	1.1575e-03	1.8550e-13
1.7850e+01	1.1535e-03	1.1535e-03	1.8485e-13
1.7750e+01	1.1495e-03	1.1495e-03	1.8421e-13
1.7650e+01	1.1455e-03	1.1455e-03	1.8357e-13
1.7550e+01	1.1414e-03	1.1414e-03	1.8292e-13
1.7450e+01	1.1400e-03	1.1400e-03	1.8269e-13
1.7350e+01	1.1409e-03	1.1409e-03	1.8284e-13
1.7250e+01	1.1418e-03	1.1418e-03	1.8299e-13
1.7150e+01	1.1428e-03	1.1428e-03	1.8313e-13
1.7050e+01	1.1437e-03	1.1437e-03	1.8328e-13
1.6950e+01	1.1423e-03	1.1423e-03	1.8306e-13
1.6850e+01	1.1388e-03	1.1388e-03	1.8251e-13
1.6750e+01	1.1353e-03	1.1353e-03	1.8195e-13
1.6650e+01	1.1318e-03	1.1318e-03	1.8139e-13
1.6550e+01	1.1284e-03	1.1284e-03	1.8083e-13
1.6450e+01	1.1247e-03	1.1247e-03	1.8025e-13
1.6350e+01	1.1210e-03	1.1210e-03	1.7965e-13
1.6250e+01	1.1173e-03	1.1173e-03	1.7905e-13
1.6150e+01	1.1135e-03	1.1135e-03	1.7845e-13
1.6050e+01	1.1098e-03	1.1098e-03	1.7785e-13
1.5950e+01	1.1083e-03	1.1083e-03	1.7762e-13
1.5850e+01	1.1089e-03	1.1089e-03	1.7771e-13
1.5750e+01	1.1095e-03	1.1095e-03	1.7781e-13
1.5650e+01	1.1101e-03	1.1101e-03	1.7790e-13
1.5550e+01	1.1107e-03	1.1107e-03	1.7800e-13
1.5450e+01	1.1111e-03	1.1111e-03	1.7806e-13
1.5350e+01	1.1113e-03	1.1113e-03	1.7810e-13
1.5250e+01	1.1115e-03	1.1115e-03	1.7813e-13
1.5150e+01	1.1118e-03	1.1118e-03	1.7817e-13
1.5050e+01	1.1120e-03	1.1120e-03	1.7820e-13
1.4950e+01	1.1070e-03	1.1070e-03	1.7740e-13
1.4850e+01	1.0984e-03	1.0984e-03	1.7603e-13
1.4750e+01	1.0899e-03	1.0899e-03	1.7466e-13
1.4650e+01	1.0813e-03	1.0813e-03	1.7329e-13
1.4550e+01	1.0728e-03	1.0728e-03	1.7192e-13
1.4450e+01	1.0684e-03	1.0684e-03	1.7122e-13
1.4350e+01	1.0676e-03	1.0676e-03	1.7109e-13
1.4250e+01	1.0667e-03	1.0667e-03	1.7094e-13
1.4150e+01	1.0656e-03	1.0656e-03	1.7077e-13
1.4050e+01	1.0645e-03	1.0645e-03	1.7060e-13
1.3950e+01	1.0641e-03	1.0641e-03	1.7053e-13
1.3850e+01	1.0644e-03	1.0644e-03	1.7058e-13
1.3750e+01	1.0646e-03	1.0646e-03	1.7062e-13
1.3650e+01	1.0644e-03	1.0644e-03	1.7058e-13
1.3550e+01	1.0641e-03	1.0641e-03	1.7054e-13
1.3450e+01	1.0637e-03	1.0637e-03	1.7047e-13
1.3350e+01	1.0645e-03	1.0645e-03	1.7059e-13
1.3250e+01	1.0668e-03	1.0668e-03	1.7095e-13
1.3150e+01	1.0689e-03	1.0689e-03	1.7129e-13
1.3050e+01	1.0709e-03	1.0709e-03	1.7162e-13
1.2950e+01	1.0694e-03	1.0694e-03	1.7138e-13
1.2850e+01	1.0639e-03	1.0639e-03	1.7049e-13
1.2750e+01	1.0593e-03	1.0593e-03	1.6976e-13
1.2650e+01	1.0602e-03	1.0602e-03	1.6990e-13
1.2550e+01	1.0620e-03	1.0620e-03	1.7019e-13
1.2450e+01	1.0635e-03	1.0635e-03	1.7044e-13
1.2350e+01	1.0649e-03	1.0649e-03	1.7066e-13
1.2250e+01	1.0662e-03	1.0662e-03	1.7087e-13
1.2150e+01	1.0672e-03	1.0672e-03	1.7103e-13
1.2050e+01	1.0682e-03	1.0682e-03	1.7119e-13
1.1950e+01	1.0624e-03	1.0624e-03	1.7026e-13
1.1850e+01	1.0540e-03	1.0540e-03	1.6891e-13
1.1750e+01	1.0536e-03	1.0536e-03	1.6885e-13
1.1650e+01	1.0532e-03	1.0532e-03	1.6879e-13
1.1550e+01	1.0533e-03	1.0533e-03	1.6880e-13
1.1450e+01	1.0530e-03	1.0530e-03	1.6876e-13
1.1350e+01	1.0527e-03	1.0527e-03	1.6869e-13
1.1250e+01	1.0529e-03	1.0529e-03	1.6873e-13
1.1150e+01	1.0530e-03	1.0530e-03	1.6875e-13
1.1050e+01	1.0537e-03	1.0537e-03	1.6887e-13
1.0950e+01	1.0430e-03	1.0430e-03	1.6715e-13
1.0850e+01	1.0291e-03	1.0291e-03	1.6491e-13
1.0750e+01	1.0311e-03	1.0311e-03	1.6524e-13
1.0650e+01	1.0337e-03	1.0337e-03	1.6566e-13
1.0550e+01	1.0367e-03	1.0367e-03	1.6613e-13
1.0450e+01	1.0397e-03	1.0397e-03	1.6663e-13
1.0350e+01	1.0433e-03	1.0433e-03	1.6720e-13
1.0250e+01	1.0478e-03	1.0478e-03	1.6792e-13
1.0150e+01	1.0521e-03	1.0521e-03	1.6861e-13
1.0050e+01	1.0566e-03	1.0566e-03	1.6933e-13
9.9500e+00	1.0579e-03	1.0579e-03	1.6953e-13
9.8500e+00	1.0569e-03	1.0569e-03	1.6937e-13
9.7500e+00	1.0559e-03	1.0559e-03	1.6921e-13
9.6500e+00	1.0548e-03	1.0548e-03	1.6905e-13
9.5500e+00	1.0546e-03	1.0546e-03	1.6901e-13
9.4500e+00	1.0540e-03	1.0540e-03	1.6891e-13
9.3500e+00	1.0515e-03	1.0515e-03	1.6851e-13
9.2500e+00	1.0486e-03	1.0486e-03	1.6805e-13
9.1500e+00	1.0457e-03	1.0457e-03	1.6757e-13
9.0500e+00	1.0426e-03	1.0426e-03	1.6709e-13
8.9500e+00	1.0419e-03	1.0419e-03	1.6697e-13
8.8500e+00	1.0433e-03	1.0433e-03	1.6720e-13
8.7500e+00	1.0448e-03	1.0448e-03	1.6743e-13
8.6500e+00	1.0462e-03	1.0462e-03	1.6765e-13
8.5500e+00	1.0475e-03	1.0475e-03	1.6787e-13
8.4500e+00	1.0488e-03	1.0488e-03	1.6808e-13
8.3500e+00	1.0500e-03	1.0500e-03	1.6827e-13
8.2500e+00	1.0512e-03	1.0512e-03	1.6846e-13
8.1500e+00	1.0523e-03	1.0523e-03	1.6864e-13
8.0500e+00	1.0535e-03	1.0535e-03	1.6882e-13
7.9500e+00	1.0403e-03	1.0403e-03	1.6671e-13
7.8500e+00	1.0134e-03	1.0134e-03	1.6240e-13
7.7500e+00	9.8950e-04	9.8950e-04	1.5857e-13
7.6500e+00	9.8269e-04	9.8269e-04	1.5748e-13
7.5500e+00	9.7864e-04	9.7864e-04	1.5683e-13
7.4500e+00	9.7458e-04	9.7458e-04	1.5618e-13
7.3500e+00	9.7049e-04	9.7049e-04	1.5553e-13
7.2500e+00	9.6640e-04	9.6640e-04	1.5487e-13
7.1500e+00	9.6229e-04	9.6229e-04	1.5421e-13
7.0500e+00	9.5817e-04	9.5817e-04	1.5355e-13
6.9500e+00	9.5617e-04	9.5617e-04	1.5323e-13
6.8500e+00	9.5622e-04	9.5622e-04	1.5324e-13
6.7500e+00	9.5626e-04	9.5626e-04	1.5325e-13
6.6500e+00	9.5627e-04	9.5627e-04	1.5325e-13
6.5500e+00	9.5628e-04	9.5628e-04	1.5325e-13
6.4500e+00	9.5614e-04	9.5614e-04	1.5323e-13
6.3500e+00	9.5585e-04	9.5585e-04	1.5318e-13
6.2500e+00	9.5554e-04	9.5554e-04	1.5313e-13
6.1500e+00	9.5504e-04	9.5504e-04	1.5305e-13
